guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
00426410-509e-4120-b1b6-bc01a5ac5110,1145665820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,180,QD_QN030101_nid103_080_00,"<CAM:14>討伐完了だ！
すごいぞ、愛弟子！","<CAM:14>Sweet! Awesome job there, Ace!","<CAM:14>Joli ! Beau boulot, l'artiste !","<CAM:14>Grandioso! Ottimo lavoro, <LSNR {campione} {campionessa}>!","<CAM:14>Fantastisch! Tolle Arbeit, Ass!","<CAM:14>¡Estupendo! ¡Gran trabajo, hacha!","<CAM:14>Отлично! Здорово сработано, ас!","<CAM:14>Super! Świetna robota, <LSNR {szefie} {szefowo}>!",,,"<CAM:14>Massa! Trabalho incrível, Craque!","<CAM:14>토벌 완료다!
굉장하구나, 애제자여!","<CAM:14>討伐完畢！
愛徒，你真厲害啊！","<CAM:14>讨伐完成！
真是厉害，爱徒！",,,,,,,,<CAM:14>جميل! لقد أنجزت مهمة رائعة هناك أيها البارع!,,,,,,,,,,,
6ecc0f78-fe04-45f5-bf11-0fb5b8aa7112,348920371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_080_01,"おっと、<COLS RED>剥ぎ取り</COL>を忘れないようにね。
モンスターの素材を集めておけば、
加工屋で武器の強化なんかに使えるよ。","Oh, and don't forget to <COLS RED>carve</COL> to harvest
materials from monsters. They can be
used for upgrades at the Smithy!","Et n'oublie pas de <COLS RED>dépecer</COL> pour récolter
des matériaux sur les monstres.
Ils te seront utiles à la forge !","Ah, non dimenticare di <COLS RED>ricavare</COL> i
materiali dai mostri. Puoi usarli alla
Forgia per varie migliorie.","Oh, und denk dran, die Monster für Materialien zu
<COLS RED>zerlegen</COL>. Die kannst du dann in der Schmiede
für Verbesserungen nutzen!","Y no te olvides de <COLS RED>cortar</COL> para recolectar
materiales de tus presas que luego podrás
usar para realizar mejoras en la forja.","О, и не забудь <COLS RED>разделать</COL> их, чтобы
собрать материалы. Пригодятся для
улучшений в Кузне!","Aha, nie zapomnij <COLS RED>wyciąć</COL> materiałów
z ubitych potworów. Możesz je
przerobić na ulepszenia w kuźni!",,,"Ah, e não se esqueça de <COLS RED>talhar</COL> 
materiais de monstros. Eles podem ser
usados em melhorias no Ferreiro.","어이쿠, <COLS RED>갈무리</COL>하는 걸 잊으면 안 되지.
몬스터의 소재를 모으면
가공점의 무기 강화 등에 쓸 수 있단다.","哎呀，可別忘了<COLS RED>剝取</COL>喔。
如果收集到魔物素材，
就能拿去加工店強化武器或作其他用途！","对了，也不要忘记<COLS RED>剥取</COL>。
收集怪物的素材，
就能在加工店强化武器。",,,,,,,,"أوه، ولا تنسَ التقطيع <COLS RED>لحصاد </COL>المواد
من الوحوش. يمكن استخدامها
لإجراء الترقيات في ورشة الحدادة!",,,,,,,,,,,
a188e446-0f69-4ecf-a647-db2daa9eec83,28219089,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_080_02,剥ぎ取りが終わったらこっちに来てくれ！,"When you're done carving, come see me!","Quand tu auras fini de les dépecer,
viens me voir !","Vieni da me quando hai finito di
ricavare i materiali!","Komm zu mir, wenn du mit dem Zerlegen
fertig bist!",Ven a verme cuando acabes de cortar.,"Приходи ко мне, когда покончишь
с разделкой!","Gdy skończysz wycinanie, przyjdź
do mnie!",,,"Quando terminar de talhar,
venha falar comigo!",갈무리가 끝나면 이쪽으로 와라!,剝取完畢後就過來這裡吧！,剥取完了就过来吧！,,,,,,,,عندما تكمل الحصاد، تعال لرؤيتي!,,,,,,,,,,,
06c470a7-2727-4e28-b923-68dbaa617a46,1937635494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,181,QD_QN030101_nid103_081_00,"おお、さすが愛弟子だ！
みごとな狩りだったよ。","Just as I expected from my star pupil!
That was an incredible hunt.","Je n'en attendais pas moins de toi.
Tu as été fantastique !","Proprio come mi aspettavo
<LSNR {dal mio migliore allievo} {dalla mia migliore allieva}>.
Che caccia incredibile!","Das war eine unglaubliche Jagd. Auf <LSNR {meinen} {meine}>
<LSNR {besten Schüler} {beste Schülerin}> ist einfach Verlass!","¡Tal y como esperaba de mi <LSNR {pupilo} {pupila}> estrella!
Ha sido una caza increíble.","Как я и ожидал от тебя!
Невероятная охота!","Tego właśnie oczekiwałem od
<LSNR {mojego najlepszego ucznia} {mojej najlepszej uczennicy}>! Świetne
polowanie.",,,"Exatamente como esperava <LSNR {do meu}{da minha}>
melhor <LSNR {pupilo}{pupila}>! Que caçada incrível.","오오, 역시 내 애제자로구나!
멋진 사냥이었다!","喔喔，不愧是我的愛徒！
討伐得真是漂亮啊。","噢，不愧是我的爱徒！
真是一次出色的狩猎。",,,,,,,,"مثلما توقعت من تلميذي الموهوب!
لقد كان هذا صيدًا ثمينًا.",,,,,,,,,,,
60445600-fca7-4037-9827-0c9c614cc448,1378572952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_081_01,"もし自分で納得のいかないところが
あったとしても大丈夫！
キミのハンター生活はこれからだからね。","If there's something you think you
could've done better, don't worry!
After all, you're just getting started.","Tu te dis peut-être que tu aurais pu
faire mieux... Ne t'inquiète pas !
Ce n'est que le début.","Se pensi ci sia qualcosa da
migliorare, non preoccuparti.
In fondo, hai appena iniziato!","Keine Sorge, wenn du mit deiner Leistung noch
nicht ganz zufrieden bist! Du stehst ja noch
am Anfang deiner Laufbahn.","Seguro que ahora estás pensando que podrías
haberlo hecho mejor, pero no vayas a comerte
mucho la cabeza, que solo estás empezando.","Если думаешь, что могло быть и лучше,
не переживай. Ты ведь только начинаешь.","Jeśli myślisz, że <LSNR {mogłeś} {mogłaś}> zrobić coś
lepiej, nie przejmuj się!
Dopiero zaczynasz.",,,"Se tiver algo que você acha que podia
ter feito melhor, não se preocupe!
Afinal, você tá só começando.","만약 스스로 납득하기
어려운 부분이 있다고 해도 괜찮단다!
네 헌터 생활은 이제 막 시작한 참이니까!","如果你對自己還有不滿意的地方，
也不用太過在意！
畢竟你的獵人生活才正要開始呢。","如果觉得有什么不如意的地方，
也不必太过在意！
毕竟你的猎人生活才刚刚开始。",,,,,,,,"إذا كان ثمة شيء تعتقد أنه
كان يمكن فعله بشكل أفضل، فلا تقلق!
فعلى كل حال، ما زلت في البداية.",,,,,,,,,,,
51770ded-4321-4c6a-99db-7513a621794a,4036010942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_081_02,"さあ、そろそろキャンプに戻ろうか。
かなり遠くまできてしまったからね。","Now then, let's head back to camp.
And it looks like we're kinda far
away from it...","Il est temps de retourner au camp.
On dirait bien qu'on s'est
un peu éloignés...","Torniamo all'accampamento.
Ci siamo allontanati un bel po'...","Also dann, gehen wir ins Lager zurück.
Wir sind ganz schön weit gelaufen...","Nos hemos alejado bastante del campamento,
así que mejor vayamos volviendo.","А теперь давай вернемся в лагерь.
Далековато мы от него ушли...","Wracajmy do obozu. Trochę się od niego
oddaliliśmy...",,,"Agora, vamos voltar pro acampamento.
Parece que nos afastamos bastante dele...","자, 슬슬 캠프로 돌아가자.
꽤 멀리까지 왔구나.","好了，我們差不多該回營地去了。
不小心走到滿遠的地方了。","来吧，该回营地了。
今天走得够远的了。",,,,,,,,"والآن، لنتجه عائدين إلى المعسكر.
إذ يبدو أننا بعيدون نوعًا ما
منه...",,,,,,,,,,,
5bf972d0-81f5-46a3-b6cc-f9a3313e350a,1391577579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_081_03,"こんな時は<COLS RED>ファストトラベル</COL>だ！
なんと、キャンプまで一瞬で戻れるぞ。","But no big deal, yo! Use <COLS RED>Fast Travel</COL>
and you'll be back at camp in no time.","Mais t'inquiète ! Utilise le <COLS RED>Voyage
rapide</COL>, et tu seras de retour au camp
en un clin d'œil.","Ma non preoccuparti! Usa il
<COLS RED>trasferimento rapido</COL> e sarai
all'accampamento in un lampo!","Aber kein Problem! Mit der <COLS RED>Schnellreise</COL>
bist du ruck, zuck wieder im Lager.","Y, para eso, nada mejor que el <COLS RED>viaje rápido</COL>.
Úsalo y estarás de vuelta en el campamento
en un abrir y cerrar de ojos.","Но не беда! Воспользуйся <COLS RED>быстрым
перемещением</COL> и мигом окажешься
в лагере.","...Ale spokojna głowa!
Użyj <COLS RED>szybkiego podróżowania</COL>,
a w trymiga wrócisz do obozu.",,,"Mas não esquenta a cabeça! Use a <COLS RED>Viagem
Rápida</COL>! Use-a e voltará para o
acampamento rapidinho.","이럴 때는 <COLS RED>패스트 트래블</COL>이 좋지!
캠프까지 순식간에 돌아갈 수 있단다.","像這種時候，就要使用<COLS RED>快速移動</COL>！
只要一瞬間就能回到營地喔。","这时就要轮到<COLS RED>快速旅行</COL>出场了！
哼哼，它能让你一瞬间就回到营地。",,,,,,,,"لكن، لا تقلق! استخدم <COLS RED>السفر السريع</COL>
وستعود إلى المعسكر في أقل وقت.",,,,,,,,,,,
be20e271-05f9-4952-b8f7-f2e4699cc174,3348872569,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_081_04,俺は先に戻って待っているよ！,I'm gonna go ahead. See you there!,On se retrouve au camp !,Io mi avvio. Ci vediamo lì!,Ich gehe vor. Wir sehen uns dort!,Yo me voy ya. ¡Nos vemos allí!,Я отправлюсь вперед. Увидимся дома!,Ja pójdę przodem. Do zobaczenia!,,,Eu vou na frente. Te vejo lá!,나는 먼저 돌아가서 기다리고 있으마!,我先回去等你囉！,那我先回去等你！,,,,,,,,سأمضي قدمًا. أراك بالجوار!,,,,,,,,,,,
a14130cf-b1cf-4eeb-9614-0c30b19d8ce3,116156798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,190,QD_QN030101_nid103_090_00,"これでクエストは終了だよ！
おめでとう！　愛弟子！","Congratulations!
You've completed this basic training quest!","Bravo ! Tu as terminé la quête
d'entraînement de base !","Congratulazioni! Hai completato
la missione di addestramento base!","Glückwunsch! Du hast die Basistrainings-
Quest abgeschlossen!","Ya puedes decir que has terminado la misión
de entrenamiento básico. ¡Felicidades, hacha!","Браво!
Тренировочное задание выполнено!","Gratki!
<LSNR {Ukończyłeś} {Ukończyłaś}> zadanie podstawowego treningu!",,,"Parabéns! Você fechou essa
missão de treinamento básico!","이걸로 퀘스트는 끝이다!
축하한다! 애제자여!","這樣任務就完成了！
恭喜你！愛徒！","这下任务就结束了！
恭喜你！爱徒！",,,,,,,,"تهانينا!
لقد أكملت مهمة التدريب الأساسي!",,,,,,,,,,,
d9eaca00-55af-426a-b3eb-6aa3d857807b,250341978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_090_01,"この訓練を乗り越えたのなら、
狩猟のおさらいはバッチリだね！","I'm now proud to send you
out into the field as a full-
fledged hunter!","Tu viens de me prouver que tu es <LSNR {devenu} {devenue}>
<LSNR {un vrai chasseur} {une vraie chasseuse}> !","Sono orgoglioso di mandarti sul campo
in qualità di <LSNR {vero cacciatore} {vera cacciatrice}>! ","Ich bin stolz, dich als <LSNR {vollwertigen Jäger} {vollwertige Jägerin}>
in die Welt zu entlassen! ","Me enorgullece muchísimo saber que saldrás
ahí fuera como <LSNR {un cazador} {una cazadora}> de pleno derecho.","С радостью теперь отправляю тебя
на охоту, как <LSNR {полноправного охотника} {полноправную охотницу}>! ","Mogę teraz z przyjemnością uznać cię
za <LSNR {pełnoprawnego łowcę} {pełnoprawną łowczynię}>!",,,"Tenho orgulho de te mandar para o campo
como <LSNR {um caçador pleno}{uma caçadora plena}>!","이 훈련을 극복하다니
사냥의 복습도 완벽하구나!","如今你已經度過這場訓練，
也等於完美複習了一次狩獵！","你完成了本次训练，
顺利复习完了狩猎的基础！",,,,,,,,"أشعر بالفخر الآن لإرسالك
إلى ميدان القتال
كصياد متمرس!",,,,,,,,,,,
340cac90-da7a-4886-801d-95c368d4fb82,951797568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_090_02,"これで俺も心置きなく、
ハンターになったキミを送り出せるよ！","You've learned well.
But keep in mind: Elder Fugen
and I expect much from you!","Tu as bien appris ce qu'il faut,
mais n'oublie pas que Fugen l'Ancien
et moi attendons beaucoup de toi !","Hai imparato molto. Ricorda: Fugen
l'anziano e io ci aspettiamo molto da te.","Du hast viel gelernt! Aber vergiss nicht:
Der Älteste Fogen und ich haben hohe
Erwartungen an dich!","Lo has hecho muy bien, pero no olvides que
tanto Fugen como yo esperamos que logres
alcanzar cotas mucho más altas.","Ты теперь многое знаешь и умеешь.
Но учти: мы со Старейшиной Фугэном
будем ждать еще большего!","Dużo się <LSNR {nauczyłeś} {nauczyłaś}>. Ale pamiętaj:
Starszy Fugen i ja spodziewamy się
po tobie wielkich czynów.",,,"Você aprendeu bem.
Mas lembre-se: o ancião Fugen
e eu, esperamos muito de você!","이제 나도 아무 걱정 없이
헌터가 된 널 배웅할 수 있겠구나!","這麼一來，我也能無牽無掛地
把當上獵人的你送出我的課堂了！","这下我也可以放心地
目送你这名猎人踏上旅途了！",,,,,,,,"لقد أحسنت التعلم.
لكن تذكّر ما يلي: نتوقع أنا والمعمّر فيوجين
الكثير منك!",,,,,,,,,,,
eca073ae-6eb4-4c55-aa5e-f5641755e95c,4250417829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_090_03,"もし、また訓練を受けたくなったら、
いつでもヒノエさんからこのクエストを
受注してくれればいいからね。","If you ever feel like going over your
basic training again, all you need to
do is accept this quest from Hinoa.","Si jamais tu veux revoir les bases
encore une fois, il te suffit d'aller
voir Hinoa et de choisir cette quête.","Se vuoi rivedere le regole fondamentali
dell'addestramento, devi solo accettare
questa missione di Hinoa.","Falls dir mal danach ist, dein Basis-
training aufzufrischen, brauchst du diese
Quest nur erneut von Hinoa anzunehmen.","Si en algún momento quieres volver a pasar
por el entrenamiento básico, no tienes más
que aceptar dicha misión de manos de Hinoa.","Если тебе когда-нибудь захочется снова
повторить обучение, нужно лишь принять
задание от Хиноа.","Jeśli kiedyś uznasz, że chcesz
powtórzyć podstawy, wystarczy, że
przyjmiesz to zadanie od Hinoi.",,,"Se quiser fazer este treinamento básico
novamente, só precisa aceitar esta
missão com a Hinoa.","만약 또 훈련을 받고 싶으면
히노에 씨에게 이 퀘스트를
다시 수주하면 된다.","如果你想再次接受訓練，
隨時都可以找火芽小姐承接這個任務喔。","如果还想接受训练的话，
随时都可以在火芽那里
承接这项任务。",,,,,,,,"إذا شعرت أنك بحاجة إلى مراجعة
التدريب الأساسي في أي وقت، فما
عليك إلا قبول هذه المهمة من هينوا.",,,,,,,,,,,
b617ec6f-7e14-4d3f-83f1-ba752aa7ac74,1509017557,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_090_04,何度だって喜んで付き合うよ！,"I'd be happy to guide you through
it again!","Je serais ravi de t'aider à revoir
les bases si besoin !",Sarà un piacere farti di nuovo da guida!,Ich gehe gern noch mal alles mit dir durch!,"Y yo estaré más que encantado de volver a
ayudarte a superarla.","Буду рад повторить для тебя
обучение!","Z chęcią poprowadzę cię
przez nie ponownie!",,,Ficarei feliz em te guiar de novo!,언제든 기쁜 마음으로 함께해 주마!,無論多少次，我都很樂意陪你訓練的！,不管你来多少次，我都乐意奉陪！,,,,,,,,يسعدني إرشادك مجددًا!,,,,,,,,,,,
462f438a-f6b6-487b-b026-2a07b159f5bf,1263289898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,200,QD_QN030102_nid103_000_00,"<CAM:19>おお、我が愛弟子よ！
<COLS RED>操竜</COL>を練習しに来たんだね！","<CAM:19>Hey there, Ace! Came here to learn
about <COLS RED>Wyvern Riding</COL>, huh? Awesome!","<CAM:19>Hé, l'artiste ! T'es là pour en apprendre
plus sur la <COLS RED>Chevauchée de wyvernes</COL>, hein ?
Cool !","<CAM:19>Ehilà! Sei qui per saperne di più sulla
<COLS RED>cavalcatura wyvern</COL>, vero? Grandioso!","<CAM:19>Moin, Ass! Bist hergekommen, um das
<COLS RED>Wyvern-Reiten</COL> zu lernen, hm? Klasse!","<CAM:19>Hola, hacha. ¿Has venido a aprender sobre la
<COLS RED>montura wyvern</COL>? ¡Me parece genial!","<CAM:19>Привет, ас! Хочешь научиться
<COLS RED>ездить на виверне</COL>? Отлично!","<CAM:19>Hej, <LSNR {szefie} {szefowo}>! Chcesz się
nauczyć <COLS RED>jazdy na wiwernie</COL>, co? Super!",,,"<CAM:19>Aí, Craque! Veio aqui pra aprender
sobre <COLS RED>Montaria de Serpe</COL>? Massa!","<CAM:19>오오, 나의 애제자여!
<COLS RED>용 조종</COL>을 연습하러 왔구나!","<CAM:19>喔喔，我的愛徒啊！
你來練習<COLS RED>操龍</COL>啦！","<CAM:19>噢，我的爱徒啊！
你来练习<COLS RED>御龙</COL>啦！",,,,,,,,"<CAM:19>مرحبًا <LSNR {أيّها البارع} {أيّتها البارعة}>! هل <LSNR {أتيت} {أتيتِ}> هنا للتعرف
على كيفية <COLS RED>ركوب تنين مجنح</COL>، صحيح؟ رائع!",,,,,,,,,,,
