624bc15e-f1c4-4651-b187-711a5d7bacf6,1626036087,Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_04
7d043faa-6a9c-466c-9483-da6d376b9a72,1859994193,Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_022_05
6da0b6e2-9fe0-4e41-b3d3-569d822e2f3b,3908214004,Option_Me_Item_023_01,タイプ１,Type 1,Type 1,Tipo 1,Typ 1,Tipo 1,Тип 1,Typ 1,,,Tipo 1,타입 1,類型1,类型1,,,,,,,,النوع 1,,,,,,,,,,,
a0d32bd4-faa2-479a-a27c-2a31fbe86e0e,4094341949,Option_Me_Item_023_02,タイプ２,Type 2,Type 2,Tipo 2,Typ 2,Tipo 2,Тип 2,Typ 2,,,Tipo 2,타입 2,類型2,类型2,,,,,,,,النوع 2,,,,,,,,,,,
7bd2d7df-ddab-4457-9a8b-bb08212a7fdf,497749061,Option_Me_Item_024_01,振動あり,On,Oui,Sì,An,Activado,Вкл.,Wł.,,,Ativado,진동 사용,有震動,有震动,,,,,,,,تشغيل,,,,,,,,,,,
9cd43681-066a-42b4-bdc1-ca8b9307bf86,808113761,Option_Me_Item_024_02,振動なし,Off,Non,No,Aus,Desactivado,Выкл.,Wył.,,,Desligar,진동 사용 안 함,無震動,无震动,,,,,,,,إيقاف,,,,,,,,,,,
a2edc37c-d510-4512-a478-e062d76c4f6b,2587277716,Option_Me_Item_025_01,タイプ１,Type 1,Type 1,Tipo 1,Typ 1,Tipo 1,Тип 1,Typ 1,,,Tipo 1,타입 1,類型1,类型1,,,,,,,,النوع 1,,,,,,,,,,,
ff23bce7-ee02-4458-8b10-42cd8678d847,1424256394,Option_Me_Item_025_02,タイプ２,Type 2,Type 2,Tipo 2,Typ 2,Tipo 2,Тип 2,Typ 2,,,Tipo 2,타입 2,類型2,类型2,,,,,,,,النوع 2,,,,,,,,,,,
bb4b4228-523b-429b-8b06-3af79ae76948,37723013,Option_Me_Item_025_03,タイプ３,Type 3,Type 3,Tipo 3,Typ 3,Tipo 3,Тип 3,Typ 3,,,Tipo 3,타입 3,類型3,类型3,,,,,,,,النوع 3,,,,,,,,,,,
a7cf08e8-8417-43bb-9e90-2faf986778ed,3523580296,Option_Me_Item_025_04,タイプ４,Type 4,Type 4,Tipo 4,Typ 4,Tipo 4,Тип 4,Typ 4,,,Tipo 4,타입 4,類型4,类型4,,,,,,,,النوع 4,,,,,,,,,,,
ea7402de-13b6-4e8a-934d-9c7ea63921e9,15480786,Option_Me_Item_026_01,とても遅い,Very Slow,Très lent,Molto lenta,Sehr langsam,Muy lenta,Очень медленно,Bardzo wolno,,,Muito lento,매우 느림,非常慢,非常慢,,,,,,,,بطيء جدًا,,,,,,,,,,,
e0b6f636-a44d-4ee0-9cfd-9bdf777005c2,2948501507,Option_Me_Item_026_02,遅い,Slow,Lent,Lenta,Langsam,Lenta,Медленно,Wolno,,,Lento,느림,慢,慢,,,,,,,,بطيء,,,,,,,,,,,
506fe8d0-9c29-40cb-ada8-ba6c17627a5b,452749604,Option_Me_Item_026_03,通常,Default,Par défaut,Normale,Standard,Predefinida,По умолчанию,Domyślnie,,,Padrão,보통,正常,一般,,,,,,,,افتراضي,,,,,,,,,,,
64dd4d1b-0978-441a-a218-6800525c6f27,564099834,Option_Me_Item_026_04,速い,Fast,Rapide,Veloce,Schnell,Rápida,Быстро,Szybko,,,Rápido,빠름,快,快,,,,,,,,سريع,,,,,,,,,,,
d5948b7a-8570-4b8a-bd87-3f9ebbafa51c,3774410951,Option_Me_Item_026_05,とても速い,Very Fast,Très rapide,Molto veloce,Sehr schnell,Muy rápida,Очень быстро,Bardzo szybko,,,Muito Rápida,매우 빠름,非常快,非常快,,,,,,,,سريع جدًا,,,,,,,,,,,
cca7dc65-fda2-4921-96ef-556d4242d6be,825114623,Option_Me_Item_026_06,みなぎる速さ,Super Fast,Super rapide,Velocissima,Superschnell,Superrápida,Крайне быстро,Superszybko,,,Super-rápida,샘솟는 신속함,滿速,满速,,,,,,,,سريع للغاية,,,,,,,,,,,
a3ad3703-57b9-49ab-bcdf-eed598286792,2450397101,Option_Me_Item_027_01,タイプ１,Type 1,Type 1,Tipo 1,Typ 1,Tipo 1,Тип 1,Typ 1,,,Tipo 1,타입 1,類型1,类型1,,,,,,,,النوع 1,,,,,,,,,,,
e6823a52-83d0-4e42-93c2-b3c61ecb46a8,1267379003,Option_Me_Item_027_02,タイプ２,Type 2,Type 2,Tipo 2,Typ 2,Tipo 2,Тип 2,Typ 2,,,Tipo 2,타입 2,類型2,类型2,,,,,,,,النوع 2,,,,,,,,,,,
b95248d5-02fa-4071-8da1-16ca2666181a,458592460,Option_Me_Item_027_03,タイプ３,Type 3,Type 3,Tipo 3,Typ 3,Tipo 3,Тип 3,Typ 3,,,Tipo 3,타입 3,類型3,类型3,,,,,,,,النوع 3,,,,,,,,,,,
1b42fe5e-4591-46ca-b179-9f664b61a05a,4118335171,Option_Me_Item_027_04,タイプ４,Type 4,Type 4,Tipo 4,Typ 4,Tipo 4,Тип 4,Typ 4,,,Tipo 4,타입 4,類型4,类型4,,,,,,,,النوع 4,,,,,,,,,,,
6c7f4f15-54d8-4223-9259-7ec208021ea7,1875101404,Option_Me_Item_028_01,とても遅い,Very Slow,Très lent,Molto lenta,Sehr langsam,Muy lenta,Очень медленно,Bardzo wolno,,,Muito lento,매우 느림,非常慢,非常慢,,,,,,,,بطيء جدًا,,,,,,,,,,,
463184cd-6060-49bd-99c6-8e3650d5c06a,3002125116,Option_Me_Item_028_02,遅い,Slow,Lent,Lenta,Langsam,Lenta,Медленно,Wolno,,,Lento,느림,慢,慢,,,,,,,,بطيء,,,,,,,,,,,
b7126e11-a734-4063-b6b0-3f5ad28ee36f,2233531402,Option_Me_Item_028_03,通常,Default,Par défaut,Normale,Standard,Predefinida,По умолчанию,Domyślnie,,,Padrão,보통,正常,一般,,,,,,,,افتراضي,,,,,,,,,,,
87660413-01d0-4c82-b3c2-f6e4dabcdcff,2066760619,Option_Me_Item_028_04,速い,Fast,Rapide,Veloce,Schnell,Rápida,Быстро,Szybko,,,Rápido,빠름,快,快,,,,,,,,سريع,,,,,,,,,,,
de6af30b-bda1-450f-adc1-210b91fffb35,436519729,Option_Me_Item_028_05,とても速い,Very Fast,Très rapide,Molto veloce,Sehr schnell,Muy rápida,Очень быстро,Bardzo szybko,,,Muito Rápida,매우 빠름,非常快,非常快,,,,,,,,سريع جدًا,,,,,,,,,,,
a0638c21-d22a-4e74-8a11-697c60dfb4a1,1810198159,Option_Me_Item_028_06,みなぎる速さ,Super Fast,Super rapide,Velocissima,Superschnell,Superrápida,Крайне быстро,Superszybko,,,Super-rápida,샘솟는 신속함,滿速,满速,,,,,,,,سريع للغاية,,,,,,,,,,,
44fcf10b-9374-4a8c-b484-0493c1c800eb,2302184519,Option_Me_Item_029_01,タイプ１,Type 1,Type 1,Tipo 1,Typ 1,Tipo 1,Тип 1,Typ 1,,,Tipo 1,타입 1,類型1,类型1,,,,,,,,النوع 1,,,,,,,,,,,
3e9eeec9-ee4e-4c75-bbe9-27578693e319,521881572,Option_Me_Item_029_02,タイプ２,Type 2,Type 2,Tipo 2,Typ 2,Tipo 2,Тип 2,Typ 2,,,Tipo 2,타입 2,類型2,类型2,,,,,,,,النوع 2,,,,,,,,,,,
06365099-a0a4-45f4-9cac-581576f9e44e,2110119448,Option_Me_Item_029_03,タイプ３,Type 3,Type 3,Tipo 3,Typ 3,Tipo 3,Тип 3,Typ 3,,,Tipo 3,타입 3,類型3,类型3,,,,,,,,النوع 3,,,,,,,,,,,
94848bdd-f6b7-4b9b-8d5b-ccaaf7be3b0e,4158749445,Option_Me_Item_029_04,タイプ４,Type 4,Type 4,Tipo 4,Typ 4,Tipo 4,Тип 4,Typ 4,,,Tipo 4,타입 4,類型4,类型4,,,,,,,,النوع 4,,,,,,,,,,,
dce277d7-bb42-45a2-b8ce-819b5d837d19,1757420420,Option_Me_Item_030_01,とても遅い,Very Slow,Très lent,Molto lenta,Sehr langsam,Muy lenta,Очень медленно,Bardzo wolno,,,Muito lento,매우 느림,非常慢,非常慢,,,,,,,,بطيء جدًا,,,,,,,,,,,
7fc5b1dd-5fb0-42ea-8aaa-16821d1c076a,3603999232,Option_Me_Item_030_02,遅い,Slow,Lent,Lenta,Langsam,Lenta,Медленно,Wolno,,,Lento,느림,慢,慢,,,,,,,,بطيء,,,,,,,,,,,
e4c90ab8-b0fa-472c-9576-f96952ac405c,1166903111,Option_Me_Item_030_03,通常,Default,Par défaut,Normale,Standard,Predefinida,По умолчанию,Domyślnie,,,Padrão,보통,正常,一般,,,,,,,,افتراضي,,,,,,,,,,,
cece1370-46fe-44fa-a7db-cacdae31a41a,2286247757,Option_Me_Item_030_04,速い,Fast,Rapide,Veloce,Schnell,Rápida,Быстро,Szybko,,,Rápido,빠름,快,快,,,,,,,,سريع,,,,,,,,,,,
2c781821-9376-46f4-a531-a04197397bc1,2932343535,Option_Me_Item_030_05,とても速い,Very Fast,Très rapide,Molto veloce,Sehr schnell,Muy rápida,Очень быстро,Bardzo szybko,,,Muito Rápida,매우 빠름,非常快,非常快,,,,,,,,سريع جدًا,,,,,,,,,,,
1683705a-4aea-49cc-ae3f-f653b15f0c0c,2839996534,Option_Me_Item_030_06,みなぎる速さ,Super Fast,Super rapide,Velocissima,Superschnell,Superrápida,Крайне быстро,Superszybko,,,Super-rápida,샘솟는 신속함,滿速,满速,,,,,,,,سريع للغاية,,,,,,,,,,,
3f7bcb45-7056-4930-96fb-346eb37d03ff,312307173,Option_Me_Item_031_01,上下：ノーマル,Normal,Standard,Normale,Normal,Estándar,Обычное,Normalne,,,Normal,상하: 일반,上下：正常,上下：正常,,,,,,,,عادي,,,,,,,,,,,
dd50da04-ded2-411f-9904-08740ad7b40b,2157027179,Option_Me_Item_031_02,上下：反転,Inverted,Inversé,Invertita,Invertiert,Invertidos,Инверсия,Odwrócone,,,Invertida,상하: 반전,上下：反轉,上下：反转,,,,,,,,معكوس,,,,,,,,,,,
9cf73c29-975a-4dbf-9a9c-cf4cd6acb764,900982538,Option_Me_Item_032_01,プレイヤーの向き,Character's Direction,Direction du personnage,Direzione personaggio,Richtung des Charakters,Dirección del personaje,В направлении персонажа,Kier. patrzenia postaci,,,Direção do Personagem,플레이어 방향,玩家的方向,玩家的方向,,,,,,,,اتجاه الشخصية,,,,,,,,,,,
a4c59df3-23f5-4367-b3c2-0e93a97b2570,4247259247,Option_Me_Item_032_02,カメラの向き,Camera's Direction,Direction de la caméra,Direzione telecamera,Richtung der Kamera,Dirección de la cámara,В направлении камеры,Kier. zwrócenia kamery,,,Direção da Câmera,카메라 방향,視角的方向,视角的方向,,,,,,,,اتجاه الكاميرا,,,,,,,,,,,
ca5f952c-24af-4e9b-b5b4-575c1b3f087e,1476405307,Option_Me_Item_033_01,ＯＮ,On,Oui,Sì,An,Activado,Вкл.,Wł.,,,Ativado,ON,ON,开,,,,,,,,تشغيل,,,,,,,,,,,
9bad286a-07d2-4c79-aac4-7040a7ca8362,3779273386,Option_Me_Item_033_02,ＯＦＦ,Off,Non,No,Aus,Desactivado,Выкл.,Wył.,,,Desligar,OFF,OFF,关,,,,,,,,إيقاف,,,,,,,,,,,
141242ba-a040-4457-81a0-8c5ab68cdce0,1209384552,Option_Me_Item_034_01,ターゲットカメラ,Target Camera,Caméra manuelle,Aggancio manuale,Zielkamera,Cámara manual,Навести камеру,Tryb śledzenia,,,Câmera Fixada,타겟 카메라,目標視角,目标视角,,,,,,,,كاميرا الهدف,,,,,,,,,,,
a46741a3-5e89-4817-bf2d-ccc1d96d8371,3852152911,Option_Me_Item_034_02,ロックオンカメラ,Focus Camera,Caméra auto,Aggancio automatico,Fokuskamera,Cámara automática,Сфокусировать камеру,Automatyczne śledzenie,,,Câmera Focal,록온 카메라,鎖定視角,锁定视角,,,,,,,,تركيز الكاميرا,,,,,,,,,,,
26643f8b-3c67-45df-a444-3fef290cf46d,3778118696,Option_Me_Item_034_03,ターゲットへ注目しない,Do Not Focus on Target,Caméra libre,Non agganciare il bersaglio,Kein Fokus,Sin centrar en objetivo,Не фокусировать на цели,Nie skupiaj się na celu,,,Não focar no alvo,타겟 주목 안 함,不注視目標,不注视目标,,,,,,,,لا تركز على الهدف,,,,,,,,,,,
430d0aa1-cacc-419a-b2c2-148bd4a3a065,3004360843,Option_Me_Item_035_01,タイプ１,Type 1,Type 1,Tipo 1,Typ 1,Tipo 1,Тип 1,Typ 1,,,Tipo 1,타입 1,類型1,类型1,,,,,,,,النوع 1,,,,,,,,,,,
8d011f1a-ee1f-424e-8d8d-dbf43926d8ff,2487406799,Option_Me_Item_035_02,タイプ２,Type 2,Type 2,Tipo 2,Typ 2,Tipo 2,Тип 2,Typ 2,,,Tipo 2,타입 2,類型2,类型2,,,,,,,,النوع 2,,,,,,,,,,,
6e2e59db-82fb-4726-9b50-ad6249789704,960158476,Option_Me_Item_035_03,タイプ３,Type 3,Type 3,Tipo 3,Typ 3,Tipo 3,Тип 3,Typ 3,,,Tipo 3,타입 3,類型3,类型3,,,,,,,,النوع 3,,,,,,,,,,,
96f915f3-06f9-4331-89b0-cb324fc0c64f,806921336,Option_Me_Item_036_01,高さを合わせる,Match Height,Calibrer avec la taille,Adatta all'altezza,Höhe anpassen,Igualar altura,По росту,Utrzymuj wysokość,,,Corresponder à Altura,높이 맞춤,配合高度,配合高度,,,,,,,,ملاءمة الارتفاع,,,,,,,,,,,
482f29ca-1a7d-4479-94c9-2b80ee886813,1438286028,Option_Me_Item_036_02,高さを合わせない,Don't Match Height,Ne pas calib. av. taille,Non adattare all'altezza,Höhe nicht anpassen,No igualar altura,Не по росту,Nie utrzymuj wysokości,,,Não Corresponder à Alt.,높이 맞추지 않음,不配合高度,不配合高度,,,,,,,,عدم ملاءمة الارتفاع,,,,,,,,,,,
c6e7fb20-2747-4264-af00-2d87f156d97e,2629171898,Option_Me_Item_037_01,高さを制限する,Height Restricted,Hauteur limitée,Limitata all'altezza,Höhenbeschränkung,Restricción de altura,Ограничения по высоте,Ograniczenia wysokości,,,Altura Restrita,높이 제한,限制高度,限制高度,,,,,,,,تقييد الارتفاع,,,,,,,,,,,
76f6b6dd-1e19-415b-a7d4-a9bb394bc5e5,3868705763,Option_Me_Item_037_02,高さを制限しない,No Restrictions,Aucune restriction,Nessuna limitazione,Keine Beschränkungen,Sin restricción,Нет ограничений,Bez ograniczeń,,,Sem Restrições,높이 제한 없음,不限制高度,不限制高度,,,,,,,,لا توجد قيود,,,,,,,,,,,
fbb30521-a9a5-4989-a9ff-549800ec8413,3733161875,Option_Me_Item_038_01,補正する,On,Oui,Sì,An,Activado,Вкл.,Wł.,,,Ligar,보정 사용,補正,补正,,,,,,,,تشغيل,,,,,,,,,,,
eaaefb46-31f8-41b0-8b43-482664779969,2834040033,Option_Me_Item_038_02,補正しない,Off,Non,No,Aus,Desactivado,Выкл.,Wył.,,,Desligar,보정 안 함,不補正,不补正,,,,,,,,إيقاف,,,,,,,,,,,
bc5127cb-c5f0-4070-ade7-72d60c517e68,312131701,Option_Me_Item_039_01,補正する,On,Oui,Sì,An,Activado,Вкл.,Wł.,,,Ligar,보정 사용,補正,补正,,,,,,,,تشغيل,,,,,,,,,,,
3a0be836-fffd-47d1-a559-aa9d239196ed,762745197,Option_Me_Item_039_02,補正しない,Off,Non,No,Aus,Desactivado,Выкл.,Wył.,,,Desligar,보정 안 함,不補正,不补正,,,,,,,,إيقاف,,,,,,,,,,,
d342444d-3549-44b7-b593-62fde2b92c63,2305841066,Option_Me_Item_040_01,<ICON ANALOG_LS>の向き,<ICON ANALOG_LS> Direction,<ICON ANALOG_LS> Direction,Direzione <ICON ANALOG_LS>,<ICON ANALOG_LS> Richtung,<ICON ANALOG_LS> Dirección,<ICON ANALOG_LS> Направление,<ICON ANALOG_LS>Kierunek,,,<ICON ANALOG_LS> Direção,<ICON ANALOG_LS> 방향,<ICON ANALOG_LS>的方向,<ICON ANALOG_LS>的方向,,,,,,,,<ICON ANALOG_LS> اتجاه,,,,,,,,,,,
57e0d310-776e-4bb6-8196-1ad2376b3b45,1348572558,Option_Me_Item_040_02,プレイヤーの向き,Character's Direction,Direction du personnage,Direzione personaggio,Richtung des Charakters,Dirección del personaje,В направлении персонажа,Kier. patrzenia postaci,,,Direção do Personagem,플레이어 방향,玩家的方向,玩家的方向,,,,,,,,اتجاه الشخصية,,,,,,,,,,,
926407ff-81b6-45c5-9f44-aa7d1d03a15e,2777972751,Option_Me_Item_040_03,上下方向のみのリセット,Only Reset Vertically,Réinit. verticale,Reimposta solo vertical.,Vertikal zurücksetzen,Restablecer verticalmente,Сбросить только вертик.,Środkuj tylko w pionie,,,Redefinir Vertical,상하 방향만 리셋,僅重置上下方向,仅重置上下方向,,,,,,,,يُعاد ضبطه رأسيًا فقط,,,,,,,,,,,
596d775d-ccaf-403e-98fb-185f5713c912,1373274606,Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_01
97790658-d2ba-449c-aa5e-ebe36d9d0b0c,2957830895,Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_041_02
